AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Temp,Posicion
0.29,0.26,0.79,-9.79,5.52,-0.54,37.48,posicion no valida
0.29,0.24,0.79,-1.32,4.96,-2.88,37.50,posicion no valida
0.29,0.25,0.79,-5.89,4.84,-2.49,37.49,posicion no valida
0.29,0.26,0.79,-2.88,0.70,-0.34,37.49,posicion no valida
0.29,0.24,0.79,0.13,-7.08,-2.00,37.48,posicion no valida
0.29,0.25,0.79,-0.37,3.51,-0.64,37.50,posicion no valida
0.29,0.24,0.79,-5.68,10.11,-4.10,37.50,posicion no valida
0.29,0.26,0.79,-9.22,6.39,-7.22,37.49,posicion no valida
0.30,0.25,0.78,-4.71,-1.30,-5.56,37.52,posicion no valida
0.29,0.24,0.79,-5.00,6.05,-3.90,37.44,posicion no valida
0.29,0.23,0.79,-3.94,0.00,-2.54,37.50,posicion no valida
0.30,0.26,0.79,-1.44,-9.51,-0.78,37.50,posicion no valida
0.29,0.26,0.79,-3.43,-6.31,-0.10,37.48,posicion no valida
0.29,0.24,0.80,1.15,-3.45,-1.16,37.47,Abajo
0.29,0.25,0.80,1.24,3.21,1.36,37.45,posicion no valida
0.28,0.25,0.79,-2.66,-1.49,-1.85,37.46,posicion no valida
0.29,0.27,0.78,-6.33,5.60,0.11,37.53,posicion no valida
0.30,0.26,0.80,-1.56,5.18,0.62,37.48,posicion no valida
0.29,0.25,0.79,-4.79,5.86,0.63,37.44,posicion no valida
0.28,0.25,0.79,-13.79,-1.90,-1.12,37.45,posicion no valida
0.29,0.26,0.78,-4.02,-4.39,0.68,37.50,posicion no valida
0.29,0.24,0.79,8.50,2.01,1.07,37.45,posicion no valida
0.28,0.25,0.79,-7.12,3.52,0.83,37.44,posicion no valida
0.29,0.25,0.80,-15.27,-2.39,6.78,37.45,Abajo
0.29,0.26,0.79,-5.04,-0.24,3.41,37.49,posicion no valida
0.29,0.26,0.79,-1.22,5.67,1.36,37.49,posicion no valida
0.29,0.27,0.80,-9.88,-1.26,0.42,37.47,Abajo
0.29,0.25,0.79,3.49,-2.88,3.61,37.49,posicion no valida
0.29,0.27,0.79,-7.63,-3.48,-2.54,37.44,posicion no valida
0.28,0.26,0.79,-5.52,9.02,-1.46,37.52,posicion no valida
0.28,0.28,0.80,-5.93,10.91,-0.68,37.47,posicion no valida
0.28,0.25,0.80,-2.85,1.71,-1.51,37.49,posicion no valida
0.29,0.25,0.79,7.18,-5.90,1.85,37.46,posicion no valida
0.29,0.27,0.79,-6.65,-1.98,-0.29,37.45,posicion no valida
0.29,0.28,0.79,10.32,-4.24,0.73,37.50,posicion no valida
0.29,0.27,0.79,-4.70,6.31,7.16,37.48,posicion no valida
0.30,0.26,0.78,-13.70,0.92,-0.78,37.48,posicion no valida
0.29,0.26,0.79,-16.00,-8.31,0.05,37.46,posicion no valida
0.29,0.27,0.79,-0.08,0.58,1.61,37.47,posicion no valida
0.29,0.25,0.79,-1.56,4.13,4.63,37.48,posicion no valida
0.29,0.26,0.80,1.03,-1.90,1.76,37.45,posicion no valida
0.27,0.24,0.77,-8.06,-2.51,-9.08,37.50,posicion no valida
0.29,0.26,0.79,-8.65,12.15,4.62,37.46,posicion no valida
0.29,0.27,0.80,-7.54,10.76,-4.68,37.44,posicion no valida
0.30,0.27,0.80,-3.26,3.45,-0.15,37.48,Abajo
0.29,0.25,0.81,-2.54,6.39,0.68,37.50,Abajo
0.30,0.25,0.80,-4.45,4.58,1.22,37.48,Abajo
0.29,0.27,0.79,-14.04,0.09,-4.39,37.46,posicion no valida
0.29,0.25,0.78,-0.87,-0.13,1.61,37.47,posicion no valida
0.29,0.26,0.79,-8.99,-2.92,-2.83,37.45,posicion no valida
0.29,0.26,0.79,3.96,-9.59,2.32,37.47,posicion no valida
0.29,0.27,0.80,-5.12,4.39,-1.34,37.45,Abajo
0.29,0.24,0.78,-1.48,-9.78,-1.37,37.49,posicion no valida
0.29,0.27,0.80,-4.92,-9.51,-5.42,37.50,posicion no valida
0.29,0.27,0.80,2.04,-2.44,-2.05,37.48,posicion no valida
0.29,0.28,0.79,3.19,-0.66,-2.54,37.49,posicion no valida
0.29,0.25,0.79,3.29,4.28,-3.12,37.45,posicion no valida
0.29,0.24,0.80,-10.05,1.04,1.85,37.48,Abajo
0.29,0.25,0.81,6.08,-0.40,2.15,37.44,Abajo
0.29,0.26,0.81,-3.77,8.12,-1.72,37.49,Abajo
0.29,0.26,0.77,-4.19,7.67,-2.73,37.48,posicion no valida
0.30,0.24,0.79,-4.75,5.31,-0.10,37.49,posicion no valida
0.29,0.27,0.80,0.65,1.94,1.40,37.38,Abajo
0.28,0.25,0.78,5.81,-2.83,0.78,37.52,posicion no valida
0.28,0.25,0.79,-2.86,-2.62,2.63,37.45,posicion no valida
0.29,0.26,0.80,2.13,-3.56,4.15,37.49,posicion no valida
0.28,0.24,0.79,-13.95,-6.80,3.41,37.46,posicion no valida
0.33,0.15,0.67,-16.00,-16.00,16.00,37.50,posicion no valida
0.38,0.12,0.70,16.00,7.63,-16.00,37.49,posicion no valida
0.36,0.13,0.80,-4.32,2.91,-2.25,37.45,Abajo
0.36,0.15,0.79,-6.06,6.28,-0.00,37.45,posicion no valida
0.36,0.14,0.80,-0.50,-8.45,-2.34,37.44,posicion no valida
0.36,0.15,0.79,9.68,16.00,-1.03,37.45,posicion no valida
0.38,0.15,0.80,0.05,9.85,-3.51,37.48,Abajo
0.37,0.15,0.79,1.32,4.69,-3.66,37.44,posicion no valida
0.36,0.15,0.79,2.00,11.93,-0.98,37.48,posicion no valida
0.38,0.15,0.79,-6.80,-9.66,0.24,37.49,posicion no valida
0.35,0.15,0.79,-6.23,5.45,0.49,37.47,posicion no valida
0.37,0.15,0.80,-2.83,-1.56,-0.25,37.44,posicion no valida
0.36,0.17,0.79,-2.41,7.69,0.78,37.44,posicion no valida
0.36,0.15,0.80,-8.78,-1.84,-2.73,37.50,posicion no valida
0.36,0.14,0.79,-4.53,0.18,-0.34,37.46,posicion no valida
0.36,0.17,0.79,3.36,-0.29,3.12,37.44,posicion no valida
0.37,0.15,0.79,-2.37,5.97,4.10,37.44,posicion no valida
0.36,0.15,0.79,-1.31,2.39,-3.46,37.48,posicion no valida
0.37,0.16,0.81,-11.66,2.39,1.71,37.47,Abajo
0.37,0.15,0.79,-5.89,2.58,-3.92,37.44,posicion no valida
0.35,0.15,0.77,0.90,-1.86,-1.62,37.44,posicion no valida
0.36,0.15,0.79,-1.82,-15.09,5.95,37.48,posicion no valida
0.37,0.15,0.81,-2.03,6.91,-1.85,37.44,Abajo
0.39,0.15,0.81,1.75,5.63,-3.68,37.44,Abajo
0.38,0.15,0.80,2.09,4.50,1.36,37.44,posicion no valida
0.35,0.16,0.80,-5.25,5.71,-1.90,37.46,posicion no valida
0.36,0.15,0.80,2.13,-1.33,-2.59,37.48,posicion no valida
0.36,0.15,0.79,-7.69,11.81,-0.49,37.46,posicion no valida
0.37,0.15,0.79,-2.24,4.43,-3.27,37.44,posicion no valida
0.36,0.15,0.78,-2.90,-4.31,-1.37,37.48,posicion no valida
0.36,0.15,0.81,1.54,3.41,0.05,37.47,Abajo
0.37,0.15,0.79,2.30,0.28,3.90,37.46,posicion no valida
0.37,0.15,0.80,-5.43,12.08,-1.12,37.45,posicion no valida
0.36,0.15,0.80,0.13,0.36,0.39,37.48,posicion no valida
0.38,0.15,0.80,-9.24,-3.79,-0.25,37.44,posicion no valida
0.36,0.16,0.78,-0.29,7.37,-1.03,37.44,posicion no valida
0.36,0.14,0.80,3.32,3.37,2.15,37.45,posicion no valida
0.36,0.15,0.80,-1.39,-0.85,-0.98,37.45,posicion no valida
0.36,0.14,0.80,2.43,4.92,-3.04,37.44,posicion no valida
0.38,0.15,0.81,6.12,-5.37,4.05,37.44,Abajo
0.37,0.16,0.80,2.98,6.35,4.39,37.41,Abajo
0.37,0.16,0.79,-3.68,5.63,2.73,37.46,posicion no valida
0.36,0.15,0.78,-4.45,-0.70,4.44,37.46,posicion no valida
0.36,0.15,0.79,-12.76,-6.57,-0.54,37.40,posicion no valida
0.37,0.14,0.80,-3.32,7.67,2.15,37.43,posicion no valida
0.38,0.15,0.79,2.34,9.02,1.22,37.44,posicion no valida
0.35,0.14,0.79,-0.25,-6.95,0.05,37.44,posicion no valida
0.37,0.15,0.79,2.81,-6.42,-1.32,37.41,posicion no valida
0.37,0.15,0.79,-2.79,-2.35,0.10,37.43,posicion no valida
0.38,0.15,0.79,10.53,2.20,0.39,37.44,posicion no valida
0.37,0.15,0.80,-8.45,1.87,-3.76,37.44,posicion no valida
0.37,0.15,0.78,1.15,1.79,-4.47,37.44,posicion no valida
0.36,0.14,0.78,-7.12,2.24,1.31,37.41,posicion no valida
0.36,0.14,0.79,8.24,10.46,4.83,37.44,posicion no valida
0.36,0.15,0.81,-0.29,4.65,-2.93,37.37,Abajo
0.36,0.15,0.79,-2.58,5.73,-2.78,37.44,posicion no valida
0.36,0.15,0.79,-3.17,-1.68,0.19,37.47,posicion no valida
0.37,0.14,0.80,-7.03,6.76,1.07,37.43,Abajo
0.38,0.16,0.79,-4.18,-11.17,2.54,37.44,posicion no valida
0.36,0.15,0.80,-2.24,0.43,-1.71,37.42,Abajo
0.36,0.15,0.79,-5.42,0.47,-1.46,37.44,posicion no valida
0.36,0.15,0.80,0.77,7.55,-3.70,37.44,Abajo
0.36,0.15,0.79,10.24,1.64,-3.24,37.44,posicion no valida
0.37,0.15,0.80,2.94,-5.37,-2.25,37.43,posicion no valida
0.36,0.16,0.79,-5.59,15.20,3.22,37.38,posicion no valida
0.36,0.16,0.80,-3.55,1.68,3.32,37.42,posicion no valida
0.36,0.15,0.79,4.12,-4.77,0.83,37.44,posicion no valida
0.37,0.15,0.80,-3.77,-1.57,2.00,37.44,Abajo
0.36,0.14,0.80,-2.20,-4.62,1.85,37.44,posicion no valida
0.37,0.15,0.78,3.45,-2.13,2.79,37.44,posicion no valida
0.36,0.15,0.79,-0.92,1.92,1.76,37.41,posicion no valida
0.36,0.14,0.80,-0.92,-11.85,-4.29,37.38,posicion no valida
0.38,0.14,0.78,10.36,5.71,-4.02,37.37,posicion no valida
0.36,0.15,0.79,-5.33,2.17,1.46,37.38,posicion no valida
0.37,0.16,0.80,-7.12,-1.07,2.19,37.39,Abajo
0.35,0.15,0.78,-0.79,3.98,1.56,37.39,posicion no valida
0.36,0.15,0.79,-3.72,-8.61,0.58,37.38,posicion no valida
0.36,0.15,0.78,-0.75,-6.80,-3.49,37.37,posicion no valida
0.37,0.14,0.79,-6.65,5.33,-0.08,37.41,posicion no valida
0.37,0.16,0.79,-5.70,3.98,-1.27,37.37,posicion no valida
0.36,0.15,0.79,-16.00,2.43,-3.17,37.39,posicion no valida
0.36,0.15,0.79,-4.66,-1.60,-1.27,37.41,posicion no valida
0.38,0.15,0.79,10.11,4.16,-2.44,37.38,posicion no valida
0.37,0.15,0.79,0.02,2.92,0.29,37.38,posicion no valida
0.37,0.15,0.80,-3.77,1.71,0.88,37.39,posicion no valida
0.36,0.15,0.81,-5.95,16.00,-3.81,37.44,Abajo
0.36,0.15,0.79,-3.59,9.82,0.83,37.39,posicion no valida
0.37,0.16,0.79,-2.83,0.58,-3.22,37.39,posicion no valida
0.36,0.15,0.80,-4.02,-5.93,-0.05,37.43,posicion no valida
0.37,0.16,0.81,-5.00,1.26,-5.91,37.42,Abajo
0.37,0.15,0.78,-8.94,4.84,-1.09,37.42,posicion no valida
0.37,0.15,0.79,-11.23,3.79,-2.20,37.41,posicion no valida
0.35,0.15,0.78,-11.19,5.35,-3.17,37.38,posicion no valida
0.36,0.16,0.79,3.79,12.87,-2.05,37.37,posicion no valida
0.36,0.14,0.80,-8.22,-1.00,0.55,37.41,posicion no valida
0.36,0.15,0.79,-2.71,-0.13,-0.64,37.43,posicion no valida
0.35,0.15,0.78,-2.53,-7.63,1.07,37.38,posicion no valida
0.35,0.16,0.81,8.28,10.04,-0.46,37.40,Abajo
0.37,0.14,0.79,-8.22,8.12,1.95,37.42,posicion no valida
0.35,0.16,0.79,6.93,3.56,-2.74,37.40,posicion no valida
0.37,0.14,0.78,-3.08,-3.22,0.97,37.42,posicion no valida
0.37,0.15,0.79,-1.26,0.55,-0.49,37.43,posicion no valida
0.37,0.15,0.81,-2.83,-3.41,0.34,37.38,Abajo
0.38,0.15,0.80,-1.65,10.08,4.19,37.40,posicion no valida
0.37,0.14,0.80,-12.63,4.47,2.96,37.38,Abajo
0.36,0.15,0.78,-4.74,-0.24,2.74,37.33,posicion no valida
0.37,0.14,0.80,1.62,-3.79,2.58,37.44,posicion no valida
0.35,0.15,0.79,3.28,1.34,2.54,37.39,posicion no valida
0.36,0.14,0.79,0.22,5.75,-0.83,37.35,posicion no valida
0.37,0.15,0.81,3.15,-2.51,1.92,37.38,Abajo
0.36,0.15,0.80,3.07,1.00,0.61,37.38,posicion no valida
0.37,0.14,0.80,-3.38,16.00,-0.05,37.35,Abajo
0.38,0.14,0.80,-2.03,-0.62,-0.78,37.40,posicion no valida
0.35,0.15,0.78,1.71,-3.03,-1.14,37.39,posicion no valida
0.37,0.15,0.81,7.90,-10.57,-1.84,37.40,Abajo
0.36,0.15,0.80,-8.77,-0.62,1.02,37.40,posicion no valida
0.36,0.15,0.78,-8.56,-3.00,-0.88,37.39,posicion no valida
0.36,0.15,0.79,-0.62,0.36,-1.27,37.39,posicion no valida
0.36,0.16,0.80,-6.06,5.14,-4.20,37.38,Abajo
0.36,0.15,0.80,0.39,4.92,-0.54,37.38,posicion no valida
0.36,0.15,0.80,0.44,9.63,0.68,37.36,posicion no valida
0.36,0.15,0.80,2.62,3.45,-2.25,37.39,posicion no valida
0.38,0.15,0.81,-0.71,-11.25,-0.29,37.36,Abajo
0.36,0.15,0.79,1.67,-0.49,-0.68,37.39,posicion no valida
0.37,0.14,0.80,3.17,6.65,-0.59,37.37,posicion no valida
0.36,0.15,0.80,-0.13,-6.54,-1.22,37.39,posicion no valida
0.36,0.15,0.79,4.76,6.12,-1.00,37.38,posicion no valida
0.37,0.16,0.80,-1.14,4.24,3.71,37.39,Abajo
0.36,0.15,0.78,0.27,0.57,2.24,37.37,posicion no valida
0.37,0.15,0.79,-5.00,4.80,1.32,37.40,posicion no valida
0.37,0.14,0.80,-0.19,-1.90,-2.39,37.38,posicion no valida
0.37,0.15,0.79,-5.25,0.43,-2.34,37.42,posicion no valida
0.38,0.15,0.79,0.27,6.58,-0.54,37.37,posicion no valida
0.35,0.15,0.79,1.03,8.04,-0.93,37.40,posicion no valida
0.36,0.14,0.78,-2.92,3.55,-0.78,37.41,posicion no valida
0.37,0.15,0.80,-2.88,-1.11,-0.64,37.40,posicion no valida
0.37,0.15,0.79,9.00,-5.52,1.50,37.40,posicion no valida
0.37,0.14,0.79,-4.19,5.26,-1.56,37.39,posicion no valida
0.36,0.15,0.80,-7.29,1.15,-3.37,37.40,posicion no valida
0.37,0.15,0.79,1.67,2.66,-4.00,37.38,posicion no valida
0.37,0.15,0.80,-10.62,-6.84,-5.56,37.43,Abajo
0.35,0.15,0.80,-6.65,-6.01,-2.73,37.42,posicion no valida
0.38,0.16,0.79,-0.12,-2.05,-2.88,37.38,posicion no valida
0.37,0.15,0.80,-3.26,4.92,1.12,37.40,posicion no valida
0.37,0.15,0.78,0.51,-9.70,0.15,37.41,posicion no valida
0.36,0.15,0.80,-3.55,-8.12,3.80,37.39,posicion no valida
0.37,0.14,0.79,1.88,6.54,-0.95,37.38,posicion no valida
0.37,0.14,0.79,-1.39,-8.78,0.63,37.38,posicion no valida
0.36,0.14,0.78,0.52,-11.89,-0.64,37.39,posicion no valida
0.36,0.15,0.80,3.87,5.14,-5.25,37.36,posicion no valida
0.35,0.15,0.79,1.41,1.19,-0.44,37.33,posicion no valida
0.38,0.15,0.79,-0.92,-0.85,1.02,37.38,posicion no valida
0.35,0.15,0.78,8.54,-3.11,0.97,37.37,posicion no valida
0.37,0.15,0.79,3.24,2.43,-6.83,37.36,posicion no valida
0.37,0.16,0.78,-7.63,-4.24,-0.10,37.36,posicion no valida
0.34,0.17,0.80,-6.31,-0.02,-3.67,37.37,posicion no valida
0.38,0.14,0.80,-7.29,-1.90,-3.12,37.35,Abajo
0.38,0.14,0.80,12.02,5.82,1.51,37.35,Abajo
0.37,0.14,0.77,-0.58,1.32,1.71,37.38,posicion no valida
0.36,0.15,0.79,6.71,1.38,1.36,37.36,posicion no valida
0.36,0.15,0.79,5.87,3.00,-1.66,37.34,posicion no valida
0.37,0.14,0.79,-11.83,-0.06,-1.76,37.34,posicion no valida
0.35,0.14,0.79,-9.66,6.80,-2.49,37.34,posicion no valida
0.36,0.15,0.80,2.60,-7.78,0.78,37.37,posicion no valida
0.38,0.14,0.80,5.99,3.45,1.71,37.36,posicion no valida
0.37,0.15,0.80,-12.00,-7.10,-0.22,37.37,posicion no valida
0.36,0.14,0.79,-0.62,0.55,4.00,37.34,posicion no valida
0.38,0.14,0.79,-2.66,-1.56,1.51,37.37,posicion no valida
0.37,0.14,0.79,-0.33,1.98,2.15,37.37,posicion no valida
0.36,0.15,0.81,0.31,2.58,1.11,37.35,Abajo
0.37,0.15,0.81,-3.81,-2.47,2.73,37.34,Abajo
0.36,0.14,0.79,-0.54,7.82,-2.10,37.38,posicion no valida
0.36,0.15,0.80,-1.56,0.25,-6.83,37.37,Abajo
0.37,0.15,0.79,-3.09,0.92,-1.27,37.36,posicion no valida
0.37,0.16,0.80,-6.31,2.47,-0.93,37.35,posicion no valida
0.36,0.15,0.79,-1.73,-2.96,0.44,37.34,posicion no valida
0.36,0.14,0.79,-8.81,-3.08,2.39,37.32,posicion no valida
0.35,0.15,0.78,-3.81,-3.71,-2.83,37.38,posicion no valida
0.36,0.15,0.80,6.21,-0.21,0.88,37.35,posicion no valida
0.35,0.15,0.79,-4.36,8.87,-0.06,37.35,posicion no valida
0.36,0.14,0.81,-10.21,-5.46,2.44,37.34,Abajo
0.37,0.15,0.81,-1.13,-3.03,-2.70,37.36,Abajo
0.37,0.16,0.79,-1.64,1.56,-0.25,37.36,posicion no valida
0.36,0.15,0.78,-2.24,4.92,-0.05,37.35,posicion no valida
0.36,0.14,0.80,3.96,2.17,-2.20,37.36,posicion no valida
0.36,0.15,0.80,7.39,-14.86,0.78,37.36,Abajo
0.37,0.15,0.80,4.08,-1.27,3.07,37.36,posicion no valida
0.36,0.15,0.80,4.34,10.80,0.10,37.32,posicion no valida
0.38,0.14,0.80,-4.06,1.07,-2.44,37.36,Abajo
0.37,0.16,0.80,0.05,7.97,-2.44,37.36,Abajo
0.36,0.16,0.79,-1.09,5.48,-4.10,37.35,posicion no valida
0.38,0.15,0.79,-4.19,2.81,-0.20,37.35,posicion no valida
0.36,0.15,0.78,5.10,4.73,-1.22,37.35,posicion no valida
0.36,0.15,0.80,-4.74,-1.00,-1.95,37.34,posicion no valida
0.36,0.15,0.81,-0.24,-4.73,-1.37,37.34,Abajo
0.37,0.15,0.80,3.58,12.26,-2.00,37.34,posicion no valida
0.37,0.15,0.79,-5.97,-4.99,-2.49,37.33,posicion no valida
0.37,0.14,0.80,1.92,-9.48,-4.54,37.35,posicion no valida
0.37,0.15,0.79,1.67,3.15,-4.49,37.31,posicion no valida
0.37,0.15,0.80,-8.09,-0.66,1.15,37.34,Abajo
0.36,0.14,0.79,3.66,2.05,0.19,37.35,posicion no valida
0.37,0.14,0.80,3.87,-0.89,-0.98,37.33,posicion no valida
0.38,0.15,0.78,-1.30,2.02,1.24,37.32,posicion no valida
0.37,0.15,0.79,-6.78,0.55,-1.42,37.37,posicion no valida
0.37,0.15,0.80,-0.79,11.40,-3.03,37.36,posicion no valida
0.37,0.15,0.79,1.20,-5.07,0.97,37.33,posicion no valida
0.37,0.14,0.79,-2.92,8.01,-0.29,37.36,posicion no valida
0.36,0.15,0.79,0.31,1.79,-2.44,37.36,posicion no valida
0.37,0.15,0.79,-9.07,0.09,-1.37,37.35,posicion no valida
0.36,0.15,0.79,-5.33,-7.52,-1.85,37.34,posicion no valida
0.35,0.15,0.79,-1.90,0.55,1.32,37.36,posicion no valida
0.37,0.16,0.80,-11.23,2.20,1.52,37.33,posicion no valida
0.36,0.15,0.80,-9.79,-9.25,0.54,37.31,posicion no valida
0.36,0.15,0.77,-3.81,-13.81,-2.13,37.36,posicion no valida
0.37,0.13,0.80,-0.96,-13.16,-2.78,37.34,posicion no valida
0.35,0.15,0.79,11.43,-1.30,1.71,37.34,posicion no valida
0.36,0.14,0.79,1.11,6.84,-0.39,37.32,posicion no valida
0.37,0.14,0.78,-10.26,-7.93,-2.94,37.32,posicion no valida
0.38,0.15,0.79,2.05,10.08,5.61,37.32,posicion no valida
0.37,0.15,0.78,-9.45,-1.11,-0.78,37.33,posicion no valida
0.35,0.14,0.79,-11.77,5.41,-0.83,37.36,posicion no valida
0.36,0.15,0.80,-5.04,1.38,-0.78,37.34,posicion no valida
0.37,0.15,0.79,-2.83,-3.94,0.39,37.35,posicion no valida
0.36,0.15,0.81,9.26,-0.36,-0.91,37.36,Abajo
0.36,0.15,0.80,-5.89,8.99,-2.44,37.35,posicion no valida
0.36,0.14,0.80,-5.93,-3.11,0.99,37.35,posicion no valida
0.37,0.15,0.81,-8.30,3.11,-3.87,37.34,Abajo
0.36,0.14,0.79,-11.44,-2.05,-2.49,37.38,posicion no valida
0.36,0.15,0.79,1.11,2.33,-3.61,37.33,posicion no valida
0.37,0.16,0.80,0.29,-7.03,-2.64,37.34,posicion no valida
0.35,0.15,0.80,12.74,-4.46,1.71,37.34,posicion no valida
0.36,0.15,0.81,5.02,2.77,1.85,37.32,Abajo
0.37,0.15,0.80,-2.07,2.35,1.07,37.34,posicion no valida
0.39,0.14,0.79,-3.86,6.46,2.05,37.31,posicion no valida
0.37,0.14,0.79,-2.29,9.44,2.15,37.36,posicion no valida
0.36,0.14,0.80,4.64,-5.78,-1.46,37.35,Abajo
0.36,0.16,0.80,-1.64,-5.22,0.54,37.32,Abajo
0.37,0.14,0.79,1.33,-8.12,-2.03,37.33,posicion no valida
0.36,0.15,0.79,-2.66,-6.35,-2.40,37.34,posicion no valida
0.38,0.14,0.78,-4.95,-7.51,3.22,37.35,posicion no valida
0.37,0.14,0.80,-0.12,4.43,-2.03,37.33,Abajo
0.38,0.14,0.80,-0.96,-6.80,2.15,37.36,posicion no valida
0.37,0.15,0.81,0.09,1.79,2.97,37.33,Abajo
0.37,0.14,0.79,-6.56,3.88,1.36,37.30,posicion no valida
0.39,0.15,0.80,-0.20,1.04,1.61,37.32,Abajo
0.36,0.14,0.81,-2.74,-11.62,0.46,37.31,Abajo
0.35,0.15,0.80,-7.11,7.06,-2.07,37.30,posicion no valida
0.38,0.15,0.80,-8.18,10.31,1.16,37.32,Abajo
0.36,0.15,0.80,-1.13,-5.44,-2.34,37.34,Abajo
0.36,0.14,0.78,1.62,2.69,-2.64,37.34,posicion no valida
0.37,0.15,0.79,6.08,7.65,0.97,37.33,posicion no valida
0.38,0.15,0.80,-1.92,1.11,-1.22,37.32,posicion no valida
0.37,0.14,0.79,1.96,-1.75,1.90,37.30,posicion no valida
0.37,0.15,0.81,-2.79,3.60,0.49,37.30,Abajo
0.36,0.14,0.80,-2.49,1.26,-0.45,37.30,posicion no valida
0.36,0.15,0.79,-4.48,-2.35,-4.88,37.28,posicion no valida
0.36,0.15,0.79,-4.74,1.56,-3.27,37.33,posicion no valida
0.37,0.15,0.80,-2.53,12.49,-1.17,37.32,Abajo
0.36,0.14,0.79,-3.34,2.13,1.66,37.30,posicion no valida
0.36,0.15,0.79,0.01,-0.62,-0.93,37.32,posicion no valida
0.38,0.16,0.80,-2.07,2.32,-0.39,37.33,Abajo
0.36,0.15,0.80,4.34,-11.89,2.49,37.32,Abajo
0.37,0.16,0.78,5.70,7.92,-4.59,37.32,posicion no valida
0.36,0.15,0.79,1.79,7.67,-2.88,37.30,posicion no valida
0.37,0.14,0.79,-1.90,0.25,-6.64,37.32,posicion no valida
0.37,0.15,0.80,-1.43,9.17,-1.06,37.31,posicion no valida
0.37,0.15,0.80,6.55,7.14,-2.05,37.31,Abajo
0.37,0.16,0.79,1.58,2.66,-3.18,37.34,posicion no valida
0.36,0.15,0.79,-2.83,-4.54,-1.98,37.33,posicion no valida
0.36,0.15,0.79,-4.57,1.41,0.10,37.29,posicion no valida
0.35,0.15,0.80,-2.45,-0.13,3.02,37.31,posicion no valida
0.37,0.14,0.80,2.86,4.09,-5.81,37.29,posicion no valida
0.36,0.16,0.80,-16.00,-4.24,-7.42,37.34,posicion no valida
0.37,0.15,0.80,10.11,3.33,-2.05,37.32,posicion no valida
0.35,0.16,0.80,-3.72,5.61,2.39,37.29,Abajo
0.37,0.16,0.80,0.10,0.51,-4.00,37.32,posicion no valida
0.36,0.14,0.79,-9.96,0.25,1.76,37.32,posicion no valida
0.37,0.14,0.79,-5.25,3.82,-5.56,37.30,posicion no valida
0.38,0.14,0.79,-6.14,9.63,-1.27,37.30,posicion no valida
0.36,0.15,0.80,-6.73,-13.06,0.63,37.32,posicion no valida
0.38,0.14,0.80,-5.59,-2.32,-1.27,37.32,Abajo
0.36,0.14,0.79,2.69,2.58,3.71,37.30,posicion no valida
0.38,0.15,0.79,-4.19,-1.13,1.36,37.32,posicion no valida
0.37,0.15,0.80,-3.97,4.31,4.19,37.28,posicion no valida
0.36,0.15,0.79,-3.93,-12.45,0.34,37.28,posicion no valida
0.37,0.15,0.80,-2.07,5.49,-0.49,37.32,posicion no valida
0.37,0.16,0.81,-3.55,-0.62,-2.00,37.29,Abajo
0.37,0.15,0.79,8.41,-6.61,4.63,37.30,posicion no valida
0.35,0.15,0.79,8.84,9.66,4.93,37.27,posicion no valida
0.37,0.14,0.80,0.99,-7.86,4.70,37.29,posicion no valida
0.36,0.15,0.78,-4.14,-2.39,2.96,37.28,posicion no valida
0.37,0.15,0.80,-1.90,2.77,3.51,37.30,Abajo
0.36,0.15,0.79,4.04,-1.68,4.63,37.29,posicion no valida
0.35,0.14,0.80,-4.40,-0.13,1.00,37.32,posicion no valida
0.37,0.14,0.81,7.86,0.43,-3.07,37.34,Abajo
0.36,0.15,0.78,-0.46,5.63,-0.73,37.32,posicion no valida
0.35,0.14,0.79,-2.19,-5.67,-0.39,37.27,posicion no valida
0.36,0.15,0.79,-8.39,-7.55,3.03,37.30,posicion no valida
0.39,0.15,0.80,-7.50,-1.88,-0.44,37.32,posicion no valida
0.37,0.14,0.78,2.30,-0.59,-1.27,37.31,posicion no valida
0.38,0.15,0.78,-3.93,-10.15,-1.07,37.31,posicion no valida
0.36,0.17,0.79,-2.83,-1.75,2.78,37.30,posicion no valida
0.35,0.15,0.80,-2.74,0.55,-1.85,37.30,posicion no valida
0.36,0.15,0.80,-0.50,-5.48,4.58,37.30,posicion no valida
0.36,0.16,0.80,-7.50,-4.95,-1.62,37.33,Abajo
0.37,0.16,0.79,9.73,-15.96,3.12,37.30,posicion no valida
0.37,0.14,0.79,-1.34,0.39,-1.22,37.30,posicion no valida
0.36,0.15,0.80,-1.35,6.20,-1.61,37.32,posicion no valida
0.39,0.15,0.79,-0.79,10.64,1.87,37.29,posicion no valida
0.36,0.14,0.79,-10.60,-0.32,1.85,37.32,posicion no valida
0.38,0.14,0.81,4.34,-3.45,1.36,37.32,Abajo
0.37,0.15,0.79,-9.15,1.46,0.54,37.29,posicion no valida
0.37,0.15,0.79,0.90,0.12,-1.85,37.31,posicion no valida
0.36,0.14,0.80,-3.08,1.56,-1.17,37.30,posicion no valida
0.35,0.15,0.80,-6.60,-4.69,2.97,37.31,Abajo
0.37,0.14,0.79,-0.11,9.02,3.90,37.29,posicion no valida
0.37,0.15,0.79,-3.51,7.22,1.95,37.31,posicion no valida
